code,description,level
1212,"DIRECTORES DE RECURSOS HUMANOS",4
1212.01,"Directores de recursos humanos",6
1212.01.01,"Director de departamento, personal (10 empleados y más)",8
1212.01.02,"Director de personal y relaciones industriales",8
1212.01.03,"Director de riesgos profesionales",8
1212.01.04,"Director departamento de recursos humanos",8
1212.01.05,"Director departamento de relaciones laborales",8
1212.01.06,"Director desarrollo personal",8
1212.01.07,"Gerente de Personal",8
1212.01.08,"Jefe de contratación",8
1212.01.09,"Jefe de personal, empresa (10 empleados y más)",8
1213,"DIRECTORES DE POLÍTICAS Y PLANIFICACIÓN",4
1213.01,"Directores de políticas y planificación",6
1213.01.01,"Director de bienestar",8
1213.01.02,"Gerente Corporativo de planificación",8
1213.01.03,"Gerente de planificación estratégica",8
1213.01.04,"Gerente de política",8
1219,"DIRECTORES DE ADMINISTRACIÓN Y SERVICIOS NO CLASIFICADOS BAJO OTROS EPÍGRAFES",4
1219.01,"Directores de administración y servicios no clasificados bajo otros epígrafes",6
1219.01.01,"Director creativo",8
1219.01.02,"Director de arte",8
1219.01.03,"Director de plató, cine",8
1219.01.04,"Director, musical",8
1219.01.05,"Gerente de compras",8
1219.01.06,"Gerente de servicios corporativos",8
1219.01.07,"Gerente de servicios de limpieza",8
1219.01.08,"Gerente de servicios administrativos",8
1219.01.09,"Gerente de instalaciones",8
1219.01.10,"Productor, radio",8
1219.01.11,"Productor, televisión",8
1219.01.12,"Jefe de producción de programas de radio y TV.",8
1219.01.13,"Administrador de servicios",8
1219.01.14,"Regidor, teatro",8
122,"DIRECTORES DE VENTAS, COMERCIALIZACIÓN Y DESARROLLO",3
1221,"DIRECTORES DE VENTAS Y COMERCIALIZACIÓN",4
1221.01,"Directores de ventas y comercialización",6
1221.01.01,"Director de departamento / comercialización (10 empleados y más)",8
1221.01.02,"Director de departamento, ventas (10 empleados y más)",8
1221.01.03,"Director de departamento, ventas / organización (10 empleados y más)",8
1221.01.04,"Director de ventas de industrias manufactureras",8
1221.01.05,"Director mercado y ventas",8
1221.01.06,"Director tele mercadeo",8
1221.01.07,"Director ventas",8
1221.01.08,"Directores de ventas y comercialización",8
1221.01.09,"Gerente de marketing",8
1221.01.10,"Gerente de ventas",8
1221.01.11,"Jefe de departamento de comercialización y ventas (10 empleados y más)",8
1221.01.12,"Jefe departamento de exportación",8
1222,"DIRECTORES DE PUBLICIDAD Y RELACIONES PÚBLICAS",4
1222.01,"Directores de publicidad y relaciones públicas",6
1222.01.01,"Director de departamento, publicidad (10 empleados y más)",8
1222.01.02,"Director de departamento, relaciones públicas (10 empleados y más)",8
1222.01.03,"Director de relaciones publicas",8
1222.01.04,"Director departamento servicio cliente",8
1222.01.05,"Director financiero agencias de publicidad",8
1222.01.06,"Gerente de publicidad",8
1222.01.07,"Gerente de relaciones públicas",8
1222.01.08,"Jefe de departamento, publicidad (10 empleados y más)",8
1222.01.09,"Jefe de departamento, relaciones públicas (10 empleados y más)",8
1223,"DIRECTORES DE INVESTIGACIÓN Y DESARROLLO",4
1223.01,"Directores de investigación y desarrollo",6
1223.01.01,"Director de departamento, investigación y desarrollo (10 empleados y más)",8
1223.01.02,"Gerente de desarrollo de productos",8
1223.01.03,"Gerente del departamento de investigación",8
1223.01.04,"Jefe de departamento, investigación y desarrollo (10 empleados y más)",8
13,"DIRECTORES Y GERENTES DE PRODUCCIÓN Y OPERACIONES",2
131,"DIRECTORES DE PRODUCCIÓN AGROPECUARIA, SILVICULTURA Y PESCA",3
1311,"DIRECTORES DE PRODUCCIÓN AGROPECUARIA Y SILVICULTURA",4
1311.01,"Directores de producción agropecuaria y silvicultura",6
1311.01.01,"Director departamento producción y operaciones / agricultura (10 empleados y más)",8
1311.01.02,"Director departamento producción y operaciones / silvicultura (10 empleados y más)",8
1311.01.03,"Directores de producción agropecuaria y silvicultura",8
1311.01.04,"Gerente de operaciones forestales",8
1311.01.05,"Gerente de producción agrícola y pecuaria",8
1311.01.06,"Gerente plantación",8
1311.01.07,"Administrador de plantación",8
1311.01.08,"Administrador de rancho",8
1311.01.09,"Jefe departamento producción y operaciones / agricultura (10 empleados y más)",8
1311.01.10,"Jefe departamento producción y operaciones / silvicultura (10 empleados y más)",8
1311.01.11,"Supervisor de producción en general (10 empleados y más)",8
1312,"DIRECTORES DE PRODUCCIÓN DE PISCICULTURA Y PESCA",4
1312.01,"Directores de producción de piscicultura y pesca",6
1312.01.01,"Director departamento producción y operaciones / caza (10 empleados y más)",8
1312.01.02,"Director departamento producción y operaciones / pesca (10 empleados y más)",8
1312.01.03,"Gerente de producción de la acuicultura",8
1312.01.04,"Gerente empresa, pesca (5 a 9 empleados)",8
1312.01.05,"Gerente operación y pesca",8
1312.01.06,"Jefe departamento producción y operaciones / caza (10 empleados y más)",8
1312.01.07,"Jefe departamento producción y operaciones / pesca (10 empleados y más)",8
132,"DIRECTORES DE INDUSTRIAS MANUFACTURERAS, DE MINERÍA, CONSTRUCCIÓN Y DISTRIBUCIÓN",3
1321,"DIRECTORES DE INDUSTRIAS MANUFACTURERAS",4
1321.01,"Directores de industrias manufactureras",6
1321.01.01,"Director departamento producción y operaciones / industria manufacturera (10 empleados y más)",8
1321.01.02,"Director departamento producción y operaciones / industria manufacturera / Actividades de edición e impresión y de reproducción de grabaciones. (10 empleados y más)",8
1321.01.03,"Director departamento producción y operaciones / industria manufacturera / fabricación de coque, productos de la refinación de petróleo y combustible nuclear. (10 empleados y más)",8
1321.01.04,"Director departamento producción y operaciones / industria manufacturera / fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes. (10 empleados y más)",8
1321.01.05,"Director departamento producción y operaciones / industria manufacturera / fabricación de maquinaria y equipo n.c.p. (10 empleados y más)",8
1321.01.06,"Director departamento producción y operaciones / industria manufacturera / fabricación de metales comunes y productos elaborados de metal (10 empleados y más)",8
1321.01.07,"Director departamento producción y operaciones / industria manufacturera / fabricación de muebles; industrias manufactureras n.c.p. (10 empleados y más)",8
1321.01.08,"Director departamento producción y operaciones / industria manufacturera / fabricación de otros productos minerales no metálicos. (10 empleados y más)",8
1321.01.09,"Director departamento producción y operaciones / industria manufacturera / fabricación de substancias y productos químicos, caucho y plásticos (10 empleados y más)",8
1321.01.10,"Director departamento producción y operaciones / industria manufacturera / fabricación de vehículos automotores, remolques y semirremolques. (10 empleados y más)",8
1321.01.11,"Director departamento producción y operaciones / industria manufacturera / papel y de productos de papel. (10 empleados y más)",8
1321.01.12,"Director departamento producción y operaciones / industria manufacturera / producción de madera y fabricación de productos de madera y de corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables. (10 empleados y más)",8
1321.01.13,"Director departamento producción y operaciones / industria manufacturera / productos alimenticios, bebidas y tabaco (10 empleados y más)",8
1321.01.14,"Director departamento producción y operaciones / industria manufacturera / productos textiles, prendas de vestir, cuero, talabartería y calzado (10 empleados y más)",8
1321.01.15,"Director departamento producción y operaciones / industria manufacturera / reciclamiento. (10 empleados y más)",8
1321.01.16,"Director departamento producción y operaciones / suministro de electricidad, gas y agua (10 empleados y más)",8
1321.02,"Gerentes de industrias manufactureras",6
1321.02.01,"Gerente / industria manufacturera (5 a 9 empleados)",8
1321.02.02,"Gerente / industria manufacturera / actividades de edición e impresión y de reproducción de grabaciones. (5 a 9 empleados)",8
1321.02.03,"Gerente / industria manufacturera / fabricación de maquinaria y equipo n.c.p. (5 a 9 empleados)",8
1321.02.04,"Gerente / industria manufacturera / fabricación de metales comunes y productos elaborados de metal (5 a 9 empleados)",8
1321.02.05,"Gerente / industria manufacturera / fabricación de muebles; industrias manufactureras n.c.p. (5 a 9 empleados)",8
1321.02.06,"Gerente / industria manufacturera / fabricación de otros productos minerales no metálicos. (5 a 9 empleados)",8
1321.02.07,"Gerente / industria manufacturera / fabricación de substancias y productos químicos, caucho y plásticos (5 a 9 empleados)",8
1321.02.08,"Gerente / industria manufacturera / papel y de productos de papel. (5 a 9 empleados)",8
1321.02.09,"Gerente / industria manufacturera / producción de madera y fabricación de productos de madera y de corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables. (5 a 9 empleados)",8
1321.02.10,"Gerente / industria manufacturera / productos alimenticios, bebidas y tabaco (5 a 9 empleados)",8
1321.02.11,"Gerente / industria manufacturera / productos textiles, prendas de vestir, cuero, talabartería y calzado (5 a 9 empleados)",8
1321.03,"Jefes de industrias manufactureras",6
1321.03.01,"Jefe de planta industria manufacturera (10 empleados y más)",8
1321.03.02,"Jefe departamento producción y operaciones / explotación de minas y canteras (10 empleados y más)",8
1321.03.03,"Jefe departamento producción y operaciones / industria manufacturera (10 empleados y más)",8
1321.03.04,"Jefe departamento producción y operaciones / industria manufacturera / actividades de edición e impresión y de reproducción de grabaciones. (10 empleados y más)",8
1321.03.05,"Jefe departamento producción y operaciones / industria manufacturera / fabricación de coque, productos de la refinación de petróleo y combustible nuclear. (10 empleados y más)",8
1321.03.06,"Jefe departamento producción y operaciones / industria manufacturera / fabricación de instrumentos médicos, ópticos y de precisión y fabricación de relojes. (10 empleados y más)",8
1321.03.07,"Jefe departamento producción y operaciones / industria manufacturera / fabricación de maquinaria y equipo n.c.p. (10 empleados y más)",8
1321.03.08,"Jefe departamento producción y operaciones / industria manufacturera / fabricación de metales comunes y productos elaborados de metal (10 empleados y más)",8
1321.03.09,"Jefe departamento producción y operaciones / industria manufacturera / fabricación de muebles; industrias manufactureras n.c.p. (10 empleados y más)",8
1321.03.10,"Jefe departamento producción y operaciones / industria manufacturera / fabricación de otros productos minerales no metálicos. (10 empleados y más)",8
1321.03.11,"Jefe departamento producción y operaciones / industria manufacturera / fabricación de papel y de productos de papel (10 empleados y más)",8
1321.03.12,"Jefe departamento producción y operaciones / industria manufacturera / fabricación de substancias y productos químicos, caucho y plásticos (10 empleados y más)",8
1321.03.13,"Jefe departamento producción y operaciones / industria manufacturera / fabricación de vehículos automotores, remolques y semirremolques. (10 empleados y más)",8
1321.03.14,"Jefe departamento producción y operaciones / industria manufacturera / producción de madera y fabricación de productos de madera y de corcho excepto muebles; fabricación de artículos de paja y de materiales trenzables. (10 empleados y más)",8
1321.03.15,"Jefe departamento producción y operaciones / industria manufacturera / productos alimenticios, bebidas y tabaco (10 empleados y más)",8
1321.03.16,"Jefe departamento producción y operaciones / industria manufacturera / productos textiles, prendas de vestir, cuero, talabartería y calzado (10 empleados y más)",8
1321.03.17,"Jefe departamento producción y operaciones / industria manufacturera / reciclamiento. (10 empleados y más)",8
1321.03.18,"Jefe departamento producción y operaciones / suministro de electricidad, gas y agua (10 empleados y más)",8
1322,"DIRECTORES DE EXPLOTACIONES DE MINERÍA",4
1322.01,"Directores de explotaciones de minería",6
1322.01.01,"Director departamento producción y operaciones / explotación de minas y canteras (10 empleados y más)",8
1322.01.02,"Gerente / Explotación de minas y canteras (5 a 9 empleados)",8
1322.01.03,"Gerente de producción (cantera)",8
1322.01.04,"Gerente de producción (extracción de petróleo y gas)",8
1322.01.05,"Gerente de producción (las minas)",8
1322.01.06,"Vicepresidente de compañías mineras",8
1322.01.07,"Administrador de la cantera",8
1323,"DIRECTORES DE EMPRESAS DE CONSTRUCCIÓN",4
1323.01,"Directores de empresas de construcción",6
1323.01.01,"Director de obra e inventarios",8
1323.01.02,"Director departamento producción y operaciones / construcción y obras públicas (10 empleados y más)",8
1323.01.03,"Director general de construcción",8
1323.01.04,"Gerente de arquitectura",8
1323.01.05,"Gerente de construcción residencial",8
1323.01.06,"Gerente de proyectos de construcción",8
1323.01.07,"Jefe departamento producción y operaciones / construcción y obras públicas (10 empleados y más)",8
1323.01.08,"Constructor de proyectos",8
1324,"DIRECTORES DE EMPRESAS DE ABASTECIMIENTO, DISTRIBUCIÓN Y AFINES",4
1324.01,"Directores de empresas de abastecimiento, distribución y afines",6
1324.01.01,"Director de departamento, abastecimiento (10 empleados y más)",8
1324.01.02,"Director de departamento, almacenamiento (10 empleados y más)",8
1324.01.03,"Director de departamento, compras (10 empleados y más)",8
1324.01.04,"Director de departamento, distribución (10 empleados y más)",8
1324.01.05,"Director de departamento, suministros",8
1324.01.06,"Gerente de la cadena de suministro",8
1324.01.07,"Gerente de la empresa de transporte",8
1324.01.08,"Gerente de estación de autobuses",8
1324.01.09,"Gerente de estación ferroviaria",8
1324.01.10,"Gerente de logística",8
1324.01.11,"Administrador de almacén",8
1324.01.12,"Administrador del sistema de transporte urbano",8
1324.01.13,"Jefe de la estación de ferrocarril",8
1324.01.14,"Encargado de la distribución de suministros",8
1324.01.15,"Principal de estación ferroviaria",8
133,"DIRECTORES DE SERVICIOS DE TECNOLOGÍA DE LA INFORMACIÓN Y LAS COMUNICACIONES",3
