"CONSECUTIVO","LETRA","CATALOG_KEY","NO. CARACTERES","NOMBRE","CODIGOX","LSEX","LINF","LSUP","TRIVIAL","ERRADICADO","N_INTER","NIN","NINMTOBS","COD_SIT_LESION","NO_CBD","CBD","NO_APH","AF_PRIN","DIA_SIS","CLAVE_PROGRAMA_SIS","COD_COMPLEMEN_MORBI","DIA_FETAL","DEF_FETAL_CM","DEF_FETAL_CBD","CLAVE_CAPITULO","CAPITULO","LISTA1","GRUPO1","LISTA5","RUBRICA_TYPE","YEAR_MODIFI","YEAR_APLICACION","VALID","PRINMORTA","PRINMORBI","LM_MORBI","LM_MORTA","LGBD165","LOMSBECK","LGBD190","NOTDIARIA","NOTSEMANAL","SISTEMA_ESPECIAL","BIRMM","CVE_CAUSA_TYPE","CAUSA_TYPE","EPI_MORTA","EDAS_E_IRAS_EN_M5","CVE_MATERNAS-SEED-EPID","EPI_MORTA_M5","EPI_MORBI","DEF_MATERNAS","ES_CAUSES","NUM_CAUSES","ES_SUIVE_MORTA","ES_SUIVE_MORB","EPI_CLAVE","EPI_CLAVE_DESC","ES_SUIVE_NOTIN","ES_SUIVE_EST_EPI","ES_SUIVE_EST_BROTE","SINAC","PRIN_SINAC","PRIN_SINAC_GRUPO","DESCRIPCION_SINAC_GRUPO","PRIN_SINAC_SUBGRUPO","DESCRIPCION_SINAC_SUBGRUPO","DAGA","ASTERISCO","PRIN_MM","PRIN_MM_GRUPO","DESCRIPCION_MM_GRUPO","PRIN_MM_SUBGRUPO","DESCRIPCION_MM_SUBGRUPO","COD_ADI_MORT"
"202","A","A378","4","TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","010","001","015","NO","NO","NO","SI","011","011","03E","03E","12","4","12","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","NO","0","SI","43","SI","SI","83","TOS FERINA","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"203","A","A379","4","TOS FERINA, NO ESPECIFICADA","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","010","001","015","NO","NO","NO","SI","011","011","03E","03E","12","4","12","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","NO","0","SI","43","SI","SI","83","TOS FERINA","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"204","A","A38X","4","ESCARLATINA","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","012","012","03F","03F","38","88","38","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","SI","0","SI","33","NO","SI","34","ESCARLATINA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"205","A","A39","3","ENFERMEDAD MENINGOCÓCICA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","011","001","016","C","2006 (CAMBIA TITULO)","2006","NO","013","013","NO","NO","NO","5","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"206","A","A390","4","MENINGITIS MENINGOCÓCICA","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","011","001","016","NO","NO","NO","SI","013","013","03G","03G","17","5","17","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","NO","0","NO","NO","SI","SI","40","MENINGITIS MENINGOCOCICA","SI","SI","SI","NO","NO","NO","NO","NO","NO","+","NO","NO","NO","NO","NO","NO","NO"
"207","A","A391","4","SÍNDROME DE WATERHOUSE-FRIDERICHSEN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","011","001","016","NO","NO","NO","SI","013","013","03G","03G","17","5","17","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","+","NO","NO","NO","NO","NO","NO","NO"
"208","A","A392","4","MENINGOCOCEMIA AGUDA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","011","001","016","NO","NO","NO","SI","013","013","03G","03G","17","5","17","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"209","A","A393","4","MENINGOCOCEMIA CRÓNICA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","011","001","016","NO","NO","NO","SI","013","013","03G","03G","17","5","17","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"210","A","A394","4","MENINGOCOCEMIA, NO ESPECIFICADA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","011","001","016","NO","NO","NO","SI","013","013","03G","03G","17","5","17","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"211","A","A395","4","ENFERMEDAD CARDÍACA DEBIDA A MENINGOCOCO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","011","001","016","NO","NO","NO","SI","013","013","03G","03G","17","5","17","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","+","NO","NO","NO","NO","NO","NO","NO"
"212","A","A398","4","OTRAS FORMAS DE ENFERMEDAD MENINGOCÓCICA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","011","001","016","C","2006 (CAMBIA TITULO)","2006","SI","013","013","03G","03G","17","5","17","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","+","NO","NO","NO","NO","NO","NO","NO"
"213","A","A399","4","ENFERMEDAD MENINGOCÓCICA, NO ESPECIFICADA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","011","001","016","C","2006 (CAMBIA TITULO)","2006","SI","013","013","03G","03G","17","5","17","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","SI","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"214","A","A40","3","SEPSIS ESTREPTOCÓCICA","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","NO","015","015","NO","NO","NO","6","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"215","A","A400","4","SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO A","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"216","A","A401","4","SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO B","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"217","A","A402","4","SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO D Y ENTEROCOCO","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS / 2018 CAMBIO DE TITULO","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"218","A","A403","4","SEPSIS DEBIDA A STREPTOCOCCUS PNEUMONIAE","NO","NO","028D","120A","NO","NO","NO","SI","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","SI","NO","SI","2","CAUSAS INTERMEDIAS","SI","NO","NO","NO","SI","0","NO","NO","SI","SI","176","ENFERMEDAD INVASIVA POR NEUMOCOCO","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"219","A","A408","4","OTRAS SEPSIS ESTREPTOCÓCICAS","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"220","A","A409","4","SEPSIS ESTREPTOCÓCICA, NO ESPECIFICADA","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"221","A","A41","3","OTRAS SEPSIS","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","NO","015","015","NO","NO","NO","6","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"222","A","A410","4","SEPSIS DEBIDA A STAPHYLOCOCCUS AUREUS","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"223","A","A411","4","SEPSIS DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"224","A","A412","4","SEPSIS DEBIDA A ESTAFILOCOCO NO ESPECIFICADO","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"225","A","A413","4","SEPSIS DEBIDA A HAEMOPHILUS INFLUENZAE","NO","NO","028D","120A","NO","NO","NO","SI","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","SI","SI","SI","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","SI","0","NO","NO","SI","SI","99","INFECCIONES INVASIVAS POR HAEMOPHILUS INFLUENZAE","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"226","A","A414","4","SEPSIS DEBIDA A ANAEROBIOS","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"227","A","A415","4","SEPSIS DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"228","A","A418","4","OTRAS SEPSIS ESPECIFICADAS","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"229","A","A419","4","SEPSIS, NO ESPECIFICADA","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","012","001","017","C","2010 CORRECCION TITULOS","2014","SI","015","015","03I","03I","38","6","38","NO","NO","NO","SI","2","CAUSAS INTERMEDIAS","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"230","A","A42","3","ACTINOMICOSIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","NO","999","999","NO","NO","NO","88","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"231","A","A420","4","ACTINOMICOSIS PULMONAR","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"232","A","A421","4","ACTINOMICOSIS ABDOMINAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"233","A","A422","4","ACTINOMICOSIS CERVICOFACIAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"234","A","A427","4","SEPSIS ACTINOMICÓTICA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","C","2010 CORRECCION TITULOS","2014","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"235","A","A428","4","OTRAS FORMAS DE ACTINOMICOSIS","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"236","A","A429","4","ACTINOMICOSIS, SIN OTRA ESPECIFICACIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"237","A","A43","3","NOCARDIOSIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","NO","999","999","NO","NO","NO","88","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"238","A","A430","4","NOCARDIOSIS PULMONAR","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"239","A","A431","4","NOCARDIOSIS CUTÁNEA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"240","A","A438","4","OTRAS FORMAS DE NOCARDIOSIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"241","A","A439","4","NOCARDIOSIS, NO ESPECIFICADA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","88","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"242","A","A44","3","BARTONELOSIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","NO","999","999","NO","NO","NO","3","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"243","A","A440","4","BARTONELOSIS SISTÉMICA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","3","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"244","A","A441","4","BARTONELOSIS CUTÁNEA Y MUCOCUTÁNEA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","3","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"245","A","A448","4","OTRAS FORMAS DE BARTONELOSIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","025","001","018","NO","NO","NO","SI","999","999","03Z","03Z","38","3","38","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
